trip_id, arrival_time, departure_time, stop_id, stop_sequence
T1_26, 11:36:00, 11:36:00, 16, 2
T1_26, 11:37:00, 11:37:00, 14, 3
T1_26, 11:39:00, 11:39:00, 12, 4
T1_26, 11:40:00, 11:40:00, 11, 5
T1_26, 11:41:00, 11:41:00, 9, 6
T1_26, 11:43:00, 11:43:00, 8, 7
T1_26, 11:44:00, 11:44:00, 7, 8
T1_26, 11:46:00, 11:46:00, 4, 9
T1_26, 11:47:00, 11:47:00, 1, 10
T1_26, 11:49:00, 11:49:00, 28, 11
T1_26, 11:50:00, 11:50:00, 27, 12
T1_26, 11:51:00, 11:51:00, 26, 13
T1_26, 11:53:00, 11:53:00, 24, 14
T1_26, 11:53:00, 11:53:00, 18, 15
T1_26, 11:55:00, 11:55:00, 19, 16
T1_27, 11:45:00, 11:45:00, 19, 1
T1_27, 11:46:00, 11:46:00, 16, 2
T1_27, 11:47:00, 11:47:00, 14, 3
T1_27, 11:49:00, 11:49:00, 12, 4
T1_27, 11:50:00, 11:50:00, 11, 5
T1_27, 11:51:00, 11:51:00, 9, 6
T1_27, 11:53:00, 11:53:00, 8, 7
T1_27, 11:54:00, 11:54:00, 7, 8
T1_27, 11:56:00, 11:56:00, 4, 9
T1_27, 11:57:00, 11:57:00, 1, 10
T1_27, 11:59:00, 11:59:00, 28, 11
T1_27, 12:00:00, 12:00:00, 27, 12
T1_27, 12:01:00, 12:01:00, 26, 13
T1_27, 12:03:00, 12:03:00, 24, 14
T1_27, 12:03:00, 12:03:00, 18, 15
T1_27, 12:05:00, 12:05:00, 19, 16
T1_28, 11:50:00, 11:50:00, 19, 1
T1_28, 11:51:00, 11:51:00, 16, 2
T1_28, 11:52:00, 11:52:00, 14, 3
T1_28, 11:54:00, 11:54:00, 12, 4
T1_28, 11:55:00, 11:55:00, 11, 5
T1_28, 11:56:00, 11:56:00, 9, 6
T1_28, 11:58:00, 11:58:00, 8, 7
T1_28, 11:59:00, 11:59:00, 7, 8
T1_28, 12:01:00, 12:01:00, 4, 9
T1_28, 12:02:00, 12:02:00, 1, 10
T1_28, 12:04:00, 12:04:00, 28, 11
T1_28, 12:05:00, 12:05:00, 27, 12
T1_28, 12:06:00, 12:06:00, 26, 13
T1_28, 12:08:00, 12:08:00, 24, 14
T1_28, 12:08:00, 12:08:00, 18, 15
T1_28, 12:10:00, 12:10:00, 19, 16
T1_29, 12:00:00, 12:00:00, 19, 1
T1_29, 12:01:00, 12:01:00, 16, 2
T1_29, 12:02:00, 12:02:00, 14, 3
T1_29, 12:04:00, 12:04:00, 12, 4
T1_29, 12:05:00, 12:05:00, 11, 5
T1_29, 12:06:00, 12:06:00, 9, 6
T1_29, 12:08:00, 12:08:00, 8, 7
T1_29, 12:09:00, 12:09:00, 7, 8
T1_29, 12:11:00, 12:11:00, 4, 9
T1_29, 12:12:00, 12:12:00, 1, 10
T1_29, 12:14:00, 12:14:00, 28, 11
T1_29, 12:15:00, 12:15:00, 27, 12
T1_29, 12:16:00, 12:16:00, 26, 13
T1_29, 12:18:00, 12:18:00, 24, 14
T1_29, 12:18:00, 12:18:00, 18, 15
T1_29, 12:20:00, 12:20:00, 19, 16
T1_30, 12:15:00, 12:15:00, 19, 1
T1_30, 12:16:00, 12:16:00, 16, 2
T1_30, 12:17:00, 12:17:00, 14, 3
T1_30, 12:19:00, 12:19:00, 12, 4
T1_30, 12:20:00, 12:20:00, 11, 5
T1_30, 12:21:00, 12:21:00, 9, 6
T1_30, 12:23:00, 12:23:00, 8, 7
T1_30, 12:24:00, 12:24:00, 7, 8
T1_30, 12:26:00, 12:26:00, 4, 9
T1_30, 12:27:00, 12:27:00, 1, 10
T1_30, 12:29:00, 12:29:00, 28, 11
T1_30, 12:30:00, 12:30:00, 27, 12
T1_30, 12:31:00, 12:31:00, 26, 13
T1_30, 12:33:00, 12:33:00, 24, 14
T1_30, 12:33:00, 12:33:00, 18, 15
T1_30, 12:35:00, 12:35:00, 19, 16
T1_31, 12:45:00, 12:45:00, 19, 1
T1_31, 12:46:00, 12:46:00, 16, 2
T1_31, 12:47:00, 12:47:00, 14, 3
T1_31, 12:49:00, 12:49:00, 12, 4
T1_31, 12:50:00, 12:50:00, 11, 5
T1_31, 12:51:00, 12:51:00, 9, 6
T1_31, 12:53:00, 12:53:00, 8, 7
T1_31, 12:54:00, 12:54:00, 7, 8
T1_31, 12:56:00, 12:56:00, 4, 9
T1_31, 12:57:00, 12:57:00, 1, 10
T1_31, 12:59:00, 12:59:00, 28, 11
T1_31, 13:00:00, 13:00:00, 27, 12
T1_31, 13:01:00, 13:01:00, 26, 13
T1_31, 13:03:00, 13:03:00, 24, 14
T1_31, 13:03:00, 13:03:00, 18, 15
T1_31, 13:05:00, 13:05:00, 19, 16
T1_32, 12:50:00, 12:50:00, 19, 1
T1_32, 12:51:00, 12:51:00, 16, 2
T1_32, 12:52:00, 12:52:00, 14, 3
T1_32, 12:54:00, 12:54:00, 12, 4
T1_32, 12:55:00, 12:55:00, 11, 5
T1_32, 12:56:00, 12:56:00, 9, 6
T1_32, 12:58:00, 12:58:00, 8, 7
T1_32, 12:59:00, 12:59:00, 7, 8
T1_32, 13:01:00, 13:01:00, 4, 9
T1_32, 13:02:00, 13:02:00, 1, 10
T1_32, 13:04:00, 13:04:00, 28, 11
T1_32, 13:05:00, 13:05:00, 27, 12
T1_32, 13:06:00, 13:06:00, 26, 13
T1_32, 13:08:00, 13:08:00, 24, 14
T1_32, 13:08:00, 13:08:00, 18, 15
T1_32, 13:10:00, 13:10:00, 19, 16
T1_33, 12:55:00, 12:55:00, 19, 1
T1_33, 12:56:00, 12:56:00, 16, 2
T1_33, 12:57:00, 12:57:00, 14, 3
T1_33, 12:59:00, 12:59:00, 12, 4
T1_33, 13:00:00, 13:00:00, 11, 5
T1_33, 13:01:00, 13:01:00, 9, 6
T1_33, 13:03:00, 13:03:00, 8, 7
T1_33, 13:04:00, 13:04:00, 7, 8
T1_33, 13:06:00, 13:06:00, 4, 9
T1_33, 13:07:00, 13:07:00, 1, 10
T1_33, 13:09:00, 13:09:00, 28, 11
T1_33, 13:10:00, 13:10:00, 27, 12
T1_33, 13:11:00, 13:11:00, 26, 13
T1_33, 13:13:00, 13:13:00, 24, 14
T1_33, 13:13:00, 13:13:00, 18, 15
T1_33, 13:15:00, 13:15:00, 19, 16
T1_34, 13:05:00, 13:05:00, 19, 1
T1_34, 13:06:00, 13:06:00, 16, 2
T1_34, 13:07:00, 13:07:00, 14, 3
T1_34, 13:09:00, 13:09:00, 12, 4
T1_34, 13:10:00, 13:10:00, 11, 5
T1_34, 13:11:00, 13:11:00, 9, 6
T1_34, 13:13:00, 13:13:00, 8, 7
T1_34, 13:14:00, 13:14:00, 7, 8
T1_34, 13:16:00, 13:16:00, 4, 9
T1_34, 13:17:00, 13:17:00, 1, 10
T1_34, 13:19:00, 13:19:00, 28, 11
T1_34, 13:20:00, 13:20:00, 27, 12
T1_34, 13:21:00, 13:21:00, 26, 13
T1_34, 13:23:00, 13:23:00, 24, 14
T1_34, 13:23:00, 13:23:00, 18, 15
T1_34, 13:25:00, 13:25:00, 19, 16
T1_35, 13:10:00, 13:10:00, 19, 1
T1_35, 13:11:00, 13:11:00, 16, 2
T1_35, 13:12:00, 13:12:00, 14, 3
T1_35, 13:14:00, 13:14:00, 12, 4
T1_35, 13:15:00, 13:15:00, 11, 5
T1_35, 13:16:00, 13:16:00, 9, 6
T1_35, 13:18:00, 13:18:00, 8, 7
T1_35, 13:19:00, 13:19:00, 7, 8
T1_35, 13:21:00, 13:21:00, 4, 9
T1_35, 13:22:00, 13:22:00, 1, 10
T1_35, 13:24:00, 13:24:00, 28, 11
T1_35, 13:25:00, 13:25:00, 27, 12
T1_35, 13:26:00, 13:26:00, 26, 13
